,lon,lat,distance,rho_wind,rho_radiation
1,-16.5,32.7,2390.669654624733,-0.014797846282384714,0.7891602571680537
2,-16.5,33.3,2336.8986518811485,0.04456757512127752,0.7777716569982993
3,-16.5,33.9,2283.7643713959437,0.02429649596731772,0.777183849280852
4,-16.5,34.5,2231.312902536552,0.021066064475924764,0.7777503417490066
5,-16.5,35.1,2179.594163572379,0.024423001200862098,0.7775889452468345
6,-16.5,35.7,2128.6622065916235,0.027012906912192665,0.7763492012509268
7,-16.5,36.3,2078.575533272192,0.042380416217556595,0.7782193903653853
8,-16.5,36.9,2029.397416937208,0.05973562114993977,0.7803901439226865
9,-16.5,37.5,1981.196224452032,0.06902599043740495,0.7781830012868101
10,-16.5,38.1,1934.0457291984005,0.06561663136627478,0.7807749147445145
11,-16.5,38.7,1888.0254035436683,0.060556028386597474,0.7802430916360088
12,-16.5,39.3,1843.2206758821394,0.058847591029184604,0.7810667668756834
13,-16.5,39.9,1799.723133473114,0.06170818610914977,0.7827452246838746
14,-16.5,40.5,1757.6306480118087,0.07994747930172806,0.7862029930941075
15,-16.5,41.1,1717.04739631257,0.10081356714162004,0.7891393481891175
16,-16.5,41.7,1678.0837439560296,0.1256466915102269,0.7883659991202804
17,-16.5,42.3,1640.855955715595,0.1557132768298718,0.792940504032748
18,-16.5,42.9,1605.4856936938022,0.17598235065563597,0.7913536379231825
19,-16.5,43.5,1572.0992632354119,0.18971033136058882,0.7888705301843423
20,-16.5,44.1,1540.826568898404,0.20348652877086748,0.7886451813409759
21,-16.5,44.7,1511.7997492193695,0.21901878970077057,0.7903777814752803
22,-16.5,45.3,1485.1514708164032,0.22964795694970372,0.7923741345234188
23,-16.5,45.9,1461.0128803378423,0.22658472327600201,0.7878566079079432
24,-16.5,46.5,1439.5112370631844,0.21859699651318773,0.7813524441195329
25,-16.5,47.1,1420.7672787702143,0.21460638466083973,0.7849901071446352
26,-16.5,47.7,1404.8924066725153,0.20669255298479383,0.7895701475174594
27,-16.5,48.3,1391.985808256187,0.20243374648461313,0.7924914009532915
28,-16.5,48.9,1382.1316649473429,0.19865656115542416,0.7946358955504762
29,-16.5,49.5,1375.3966093942754,0.20231716380391135,0.7975762484503542
30,-16.5,50.1,1371.8275998834213,0.20448621116369525,0.7934563282932785
31,-16.5,50.7,1371.4503638660124,0.2055049560645329,0.7903376297736776
32,-16.5,51.3,1374.2685284069612,0.20426184936054378,0.7895126996194723
33,-16.5,51.9,1380.263505622039,0.19831338429139278,0.7910068730947686
34,-16.5,52.5,1389.3951420147864,0.1789192763596578,0.7899928951429632
35,-16.5,53.1,1401.6030802271957,0.1643503837256919,0.782728941961271
36,-16.5,53.7,1416.808728511884,0.14613370129749478,0.7794079761904068
37,-16.5,54.3,1434.9176941112016,0.12841518291864792,0.7741197152451893
38,-16.5,54.9,1455.822515698012,0.11756485261383327,0.7678576502379744
39,-16.5,55.5,1479.4055276957524,0.11119930749781047,0.7572643112311096
40,-16.5,56.1,1505.541703204927,0.10394518337515263,0.7516650726705139
41,-16.5,56.7,1534.1013479181022,0.09640712521653735,0.7519840272405506
42,-16.5,57.3,1564.9525494946843,0.08914846362074527,0.7550394563093102
43,-16.5,57.9,1597.9633203900319,0.08571973799123574,0.7489956641390018
44,-16.5,58.5,1633.003403159892,0.07264711596525401,0.7362433148763555
45,-16.5,59.1,1669.9457332572988,0.05829056606017297,0.7274245020621584
46,-16.5,59.7,1708.6675741329948,0.049510144474525807,0.7229575960083419
47,-16.5,60.3,1749.0513529652962,0.03791849409979628,0.7147923424367696
48,-16.5,60.9,1790.9852332408868,0.035952879968627324,0.705068644501213
49,-16.5,61.5,1834.3634637344005,0.028644295629494262,0.7030944512221079
50,-16.5,62.1,1879.0865433575716,0.03625529439378278,0.7041780794321052
