wavelength (nm),Xe arc lamp (W*m-2*nm-1)
1061.93018,0.2694
1061.98547,0.26916
1062.04065,0.26896
1062.09595,0.26872
1062.15125,0.26852
1062.20654,0.26828
1062.26172,0.26808
1062.31702,0.26784
1062.37219,0.26764
1062.42761,0.26744
1062.48279,0.2672
1062.53821,0.267
1062.59351,0.2668
1062.6488,0.2666
1062.7041,0.2664
1062.7594,0.2662
1062.8147,0.266
1062.87,0.2658
1062.92541,0.2656
1062.98071,0.26544
1063.03601,0.26524
1063.09131,0.26504
1063.14673,0.26488
1063.20203,0.26468
1063.25745,0.26448
1063.31274,0.26432
1063.36829,0.26412
1063.42358,0.26396
1063.479,0.2638
1063.5343,0.26364
1063.58984,0.26348
1063.64514,0.26328
1063.70056,0.26312
1063.7561,0.26296
1063.8114,0.2628
1063.86694,0.26264
1063.92224,0.26248
1063.97778,0.26236
1064.0332,0.2622
1064.08875,0.26204
1064.14404,0.26192
1064.19959,0.26176
1064.25501,0.26164
1064.31055,0.26148
1064.36597,0.26136
1064.42151,0.2612
1064.47693,0.26108
1064.53247,0.26096
1064.58789,0.26084
1064.64356,0.26072
1064.69898,0.2606
1064.75452,0.26048
1064.81006,0.26036
1064.8656,0.26024
1064.92114,0.26016
1064.97669,0.26004
1065.03223,0.25996
1065.08777,0.25988
1065.14343,0.25976
1065.19885,0.25968
1065.25452,0.2596
1065.31006,0.25952
1065.36572,0.25944
1065.42126,0.25936
1065.47693,0.25928
1065.53247,0.25924
1065.58814,0.25916
1065.64368,0.25912
1065.69934,0.25904
1065.75488,0.259
1065.81055,0.25896
1065.86621,0.25888
1065.92188,0.25884
1065.97742,0.2588
1066.0332,0.25876
1066.08887,0.25872
1066.14453,0.25868
1066.20019,0.25868
1066.25586,0.25864
1066.31152,0.2586
1066.36719,0.2586
1066.42297,0.2586
1066.47864,0.25856
1066.5343,0.25856
1066.58997,0.25856
1066.64575,0.25856
1066.70142,0.25856
1066.7572,0.25856
1066.81287,0.25856
1066.86865,0.25856
1066.92444,0.2586
1066.98023,0.2586
1067.03589,0.25864
1067.09167,0.25864
1067.14746,0.25868
1067.20325,0.25872
1067.25916,0.25876
1067.31482,0.2588
1067.37073,0.25884
1067.42639,0.25892
1067.4823,0.25896
1067.53809,0.259
1067.59387,0.25908
1067.64966,0.25916
1067.70557,0.25924
1067.76135,0.25932
1067.81726,0.2594
1067.87305,0.25948
1067.92896,0.2596
1067.98474,0.25968
1068.04065,0.25976
1068.09644,0.25988
1068.15234,0.26
1068.20825,0.26012
1068.26416,0.26024
1068.31995,0.26036
1068.37598,0.26048
1068.43176,0.26064
1068.48779,0.26076
1068.5437,0.26092
1068.59961,0.26108
1068.65564,0.26124
1068.71143,0.2614
1068.76746,0.26156
1068.82336,0.26176
1068.87939,0.26192
1068.9353,0.26212
1068.99133,0.26232
1069.04724,0.26252
1069.10327,0.26272
1069.15918,0.26296
1069.21521,0.26316
1069.27112,0.2634
1069.32715,0.26364
1069.38318,0.26388
1069.43921,0.26412
1069.49512,0.26436
1069.55127,0.26464
1069.60718,0.26492
1069.66333,0.26516
1069.71936,0.26544
1069.77539,0.26572
1069.83142,0.266
1069.88745,0.26632
1069.9436,0.2666
1069.99963,0.26688
1070.05579,0.26716
1070.11182,0.26744
1070.16785,0.26772
1070.22388,0.268
1070.28003,0.26828
1070.33618,0.26856
1070.39233,0.2688
1070.44836,0.26904
1070.50452,0.26928
1070.56055,0.26948
1070.61682,0.26968
1070.67285,0.26988
1070.72913,0.27004
1070.78516,0.27024
1070.84143,0.27036
1070.89758,0.27052
1070.95374,0.27064
1071.00989,0.27076
1071.06604,0.27088
1071.12231,0.27096
1071.17847,0.27104
1071.23474,0.27112
1071.29089,0.27116
1071.34717,0.27124
1071.40332,0.27128
1071.4596,0.27132
1071.51575,0.2714
1071.57202,0.27144
1071.62817,0.27148
1071.68445,0.27152
1071.74072,0.27152
1071.797,0.27156
1071.85315,0.2716
1071.90955,0.2716
1071.9657,0.27164
1072.0221,0.27164
1072.07837,0.27168
1072.13464,0.27168
1072.19104,0.27172
1072.24731,0.27172
1072.30359,0.27176
1072.35986,0.27176
1072.41626,0.2718
1072.47253,0.27184
1072.52893,0.27188
1072.58521,0.27192
1072.6416,0.27192
1072.69788,0.27196
1072.75427,0.27204
1072.81067,0.27208
1072.86706,0.27212
1072.92334,0.2722
1072.97986,0.27228
1073.03613,0.27236
1073.09265,0.27244
1073.14893,0.27252
1073.20544,0.27264
1073.26184,0.27276
1073.31824,0.27288
1073.37476,0.273
1073.43103,0.27316
1073.48755,0.27332
1073.54394,0.27348
1073.60046,0.27368
1073.65686,0.27384
1073.71338,0.27408
1073.76978,0.27432
1073.82629,0.27456
1073.88269,0.2748
1073.93921,0.27508
1073.99573,0.2754
1074.05225,0.27572
1074.10864,0.27604
1074.16528,0.2764
1074.22168,0.2768
1074.27832,0.2772
1074.33472,0.27764
1074.39136,0.27816
1074.44788,0.27864
1074.50439,0.2792
1074.56103,0.27976
1074.61755,0.28036
1074.67407,0.28104
1074.73059,0.28172
1074.78723,0.28248
1074.84375,0.28328
1074.90039,0.28412
1074.95691,0.28504
1075.01355,0.286
1075.07019,0.287
1075.12683,0.28804
1075.18335,0.28912
1075.23999,0.29024
1075.29663,0.2914
1075.35327,0.29256
1075.40991,0.29376
1075.46655,0.29496
1075.52319,0.29612
1075.57983,0.29732
1075.6366,0.29848
1075.69324,0.29964
1075.74988,0.30076
1075.80652,0.30188
1075.86328,0.30292
1075.91992,0.30392
1075.97669,0.30484
1076.03333,0.30572
1076.09009,0.30656
1076.14673,0.30728
1076.20349,0.30792
1076.26013,0.30852
1076.31702,0.30904
1076.37366,0.30952
1076.43042,0.30992
1076.48718,0.31024
1076.54394,0.31052
1076.60071,0.31076
1076.65747,0.31092
1076.71423,0.31108
1076.771,0.31116
1076.82788,0.3112
1076.88464,0.31124
1076.94153,0.3112
1076.99817,0.31116
1077.05505,0.31112
1077.11182,0.31104
1077.1687,0.31096
1077.22546,0.31084
1077.28235,0.31072
1077.33911,0.3106
1077.39612,0.31048
1077.45288,0.3104
1077.50977,0.31028
1077.56665,0.31016
1077.62353,0.31008
1077.6803,0.30996
1077.73731,0.30988
1077.79407,0.30984
1077.85107,0.30976
1077.90796,0.30976
1077.96484,0.30976
1078.02173,0.30976
1078.07874,0.3098
1078.13562,0.30988
1078.19251,0.30996
1078.24951,0.31008
1078.3064,0.31024
1078.3634,0.3104
1078.42029,0.3106
1078.47729,0.31084
1078.5343,0.31112
1078.59131,0.31144
1078.64819,0.3118
1078.7052,0.31216
1078.76221,0.3126
1078.81921,0.31304
1078.87622,0.31356
1078.93323,0.31412
1078.99023,0.31468
1079.04724,0.31532
1079.10425,0.316
1079.16138,0.31672
1079.21826,0.31748
1079.27539,0.31832
1079.33252,0.3192
1079.38953,0.32016
1079.44666,0.32112
1079.50366,0.3222
1079.56079,0.32328
1079.6178,0.32448
1079.67493,0.32572
1079.73193,0.327
1079.78919,0.3284
1079.84619,0.32984
1079.90332,0.33136
1079.96045,0.33296
1080.01758,0.33468
1080.07471,0.33644
1080.13184,0.33832
1080.18897,0.34028
1080.24609,0.34232
1080.30322,0.34448
1080.36047,0.34676
1080.4176,0.34912
1080.47485,0.3516
1080.53198,0.3542
1080.58911,0.35692
1080.64636,0.3598
1080.70349,0.36284
1080.76074,0.366
1080.81799,0.36932
1080.87524,0.37276
1080.93237,0.37644
1080.98962,0.38024
1081.04688,0.38428
1081.10413,0.38848
1081.16138,0.39292
1081.21863,0.3976
1081.27588,0.40248
1081.33313,0.40764
1081.39038,0.41304
1081.44763,0.41872
1081.50488,0.42472
1081.56226,0.431
1081.61951,0.4376
1081.67688,0.44456
1081.73425,0.45192
1081.7915,0.45964
1081.84888,0.46776
1081.90613,0.47628
1081.9635,0.48528
1082.02075,0.49468
1082.07813,0.50456
1082.1355,0.51492
1082.19287,0.52572
1082.25012,0.537
1082.30762,0.54876
1082.36487,0.56092
1082.42236,0.57348
1082.47961,0.58632
1082.53711,0.59936
1082.59448,0.61248
1082.65186,0.62544
1082.70923,0.63812
1082.76672,0.65032
1082.8241,0.66176
1082.88159,0.67228
1082.93909,0.68172
1082.99646,0.68992
1083.05396,0.69672
1083.11133,0.70208
1083.16882,0.70588
1083.22632,0.70804
1083.28381,0.70856
1083.34119,0.70744
1083.3988,0.70464
1083.45618,0.7002
1083.51367,0.6942
1083.57117,0.68664
1083.62878,0.67768
1083.68616,0.6674
1083.74377,0.656
1083.80127,0.64356
1083.85876,0.63036
1083.91626,0.6166
1083.97388,0.60244
1084.03137,0.58816
1084.08899,0.57384
1084.14661,0.55976
1084.2041,0.54592
1084.26172,0.53252
1084.31921,0.51956
1084.37695,0.50716
1084.43445,0.49532
1084.49206,0.48404
1084.54968,0.47332
1084.6073,0.46316
1084.66492,0.45356
1084.72253,0.44444
1084.78015,0.43588
1084.83777,0.42776
1084.89539,0.42008
1084.95313,0.41288
1085.01074,0.40608
1085.06836,0.39972
1085.12598,0.39372
1085.18372,0.38808
1085.24133,0.38276
1085.29907,0.37776
1085.35681,0.37304
1085.41443,0.3686
1085.47229,0.3644
1085.52991,0.36044
1085.58765,0.35672
1085.64539,0.35324
1085.70313,0.34996
1085.76074,0.34688
1085.8186,0.344
1085.87622,0.34128
1085.93408,0.33872
1085.99182,0.33636
1086.04956,0.33412
1086.1073,0.33204
1086.16516,0.33008
1086.2229,0.32828
1086.28076,0.32656
1086.3385,0.325
1086.39636,0.32356
1086.4541,0.32228
1086.51196,0.32108
1086.56982,0.31996
1086.62756,0.319
1086.68542,0.31812
1086.74329,0.31732
1086.80115,0.31668
1086.85889,0.31608
1086.91687,0.3156
1086.97461,0.31524
1087.03259,0.31496
1087.09033,0.3148
1087.14831,0.31472
1087.20618,0.31476
1087.26404,0.31492
1087.3219,0.31512
1087.37988,0.31548
1087.43774,0.31592
1087.49573,0.31648
1087.55359,0.31716
1087.61157,0.31796
1087.66943,0.31884
1087.72742,0.31992
1087.7854,0.32108
1087.84338,0.3224
1087.90137,0.32388
1087.95923,0.32548
1088.01733,0.32724
1088.07519,0.32916
1088.1333,0.33128
1088.19116,0.3336
1088.24927,0.33608
1088.30725,0.33884
1088.36523,0.34184
1088.42322,0.34504
1088.48132,0.34856
1088.53931,0.35232
1088.59741,0.35632
1088.6554,0.36056
1088.7135,0.36496
1088.77148,0.36948
1088.82959,0.37416
1088.88757,0.37884
1088.94568,0.3836
1089.00366,0.38828
1089.06189,0.39292
1089.12,0.39748
1089.1781,0.40188
1089.23621,0.40608
1089.29431,0.41004
1089.35242,0.41376
1089.41052,0.4172
1089.46863,0.42032
1089.52673,0.42304
1089.58496,0.4254
1089.64307,0.42728
1089.70129,0.42876
1089.7594,0.42976
1089.81763,0.43024
1089.87573,0.43036
1089.93396,0.43008
1089.99206,0.4294
1090.05029,0.4284
1090.1084,0.42712
1090.16663,0.42556
1090.22485,0.42376
1090.28308,0.42176
1090.34143,0.41956
1090.39954,0.41716
1090.45789,0.41464
1090.51599,0.41196
1090.57434,0.4092
1090.63257,0.40632
1090.6908,0.4034
1090.74902,0.4004
1090.80737,0.3974
1090.8656,0.3944
1090.92395,0.39136
1090.98218,0.38836
1091.04053,0.38536
1091.09876,0.3824
1091.1571,0.37948
1091.21533,0.37652
1091.2738,0.37364
1091.33203,0.37076
1091.39038,0.36796
1091.44873,0.3652
1091.50708,0.36252
1091.56555,0.35988
1091.62378,0.35736
1091.68225,0.35484
1091.74048,0.3524
1091.79895,0.35004
1091.8573,0.34772
1091.91577,0.34544
1091.97412,0.34324
1092.03259,0.34108
1092.09094,0.33904
1092.14941,0.337
1092.20776,0.33508
1092.26624,0.33324
1092.32459,0.33144
1092.38306,0.32972
1092.44141,0.32808
1092.5,0.32644
1092.55835,0.32492
1092.61694,0.32344
1092.67529,0.322
1092.73389,0.32064
1092.79236,0.31932
1092.85083,0.31812
1092.9093,0.31692
1092.96777,0.3158
1093.02637,0.31476
1093.08484,0.31372
1093.14343,0.31272
1093.2019,0.31176
1093.2605,0.31084
1093.31897,0.30992
1093.37756,0.30904
1093.43603,0.3082
1093.49463,0.30736
1093.5531,0.30656
1093.61182,0.30576
1093.67029,0.305
1093.72888,0.30424
1093.78748,0.30348
1093.84607,0.30276
1093.90466,0.302
1093.96338,0.30124
1094.02197,0.30048
1094.08057,0.29972
1094.13928,0.299
1094.19788,0.29828
1094.25647,0.29752
1094.31506,0.2968
1094.37378,0.29604
1094.43237,0.29532
1094.49109,0.29456
1094.54981,0.2938
1094.60852,0.293
1094.66711,0.29224
1094.72583,0.29144
1094.78455,0.29068
1094.84326,0.28992
1094.90186,0.28916
1094.96069,0.2884
1095.01929,0.2876
1095.07813,0.28684
1095.13684,0.28608
1095.19556,0.28528
1095.25439,0.28452
1095.31311,0.28376
1095.37195,0.283
1095.43066,0.28224
1095.4895,0.28148
1095.54822,0.2808
1095.60706,0.28008
1095.66577,0.2794
1095.72461,0.27876
1095.78333,0.27812
1095.84216,0.27748
1095.901,0.27684
1095.95984,0.2762
1096.01868,0.2756
1096.07751,0.27504
1096.13623,0.27444
1096.19519,0.27392
1096.25403,0.2734
1096.31287,0.27288
1096.3717,0.2724
1096.43066,0.27192
1096.48962,0.27144
1096.54846,0.271
1096.6073,0.27052
1096.66626,0.27008
1096.72522,0.26964
1096.78406,0.26924
1096.84302,0.26888
1096.90186,0.26848
1096.96081,0.26816
1097.01978,0.2678
1097.07874,0.26748
1097.13757,0.26716
1097.19666,0.26684
1097.25549,0.26652
1097.31458,0.2662
1097.37341,0.26592
1097.4325,0.26564
1097.49146,0.2654
1097.55054,0.26516
1097.60938,0.26492
1097.66846,0.26472
1097.72754,0.26452
1097.7865,0.26432
1097.84558,0.26412
1097.90454,0.26388
1097.96362,0.26372
1098.02271,0.26352
1098.08179,0.26336
1098.14075,0.26324
1098.19983,0.26308
1098.25891,0.263
1098.31799,0.26288
1098.37708,0.26276
1098.43616,0.26268
1098.49524,0.26256
1098.55432,0.26248
1098.6134,0.2624
1098.67261,0.26232
1098.73169,0.26224
1098.79089,0.2622
1098.84998,0.26216
1098.90906,0.26216
1098.96826,0.26216
1099.02747,0.26216
1099.08667,0.26216
1099.14575,0.26216
1099.20496,0.26216
1099.26404,0.26216
1099.32336,0.26216
1099.38245,0.2622
1099.44165,0.26224
1099.50085,0.26232
1099.56018,0.26236
1099.61926,0.26244
1099.67859,0.26256
1099.73767,0.26264
1099.797,0.26272
1099.8562,0.2628
1099.91553,0.26292
1099.97473,0.263
1100.03406,0.26312
1100.09326,0.26324
1100.15259,0.2634
1100.21191,0.26356
1100.27112,0.26376
1100.33044,0.26392
1100.38977,0.26412
1100.4491,0.26428
1100.5083,0.26448
1100.56775,0.26464
1100.62695,0.26484
1100.6864,0.26504
1100.74561,0.26524
1100.80505,0.26552
1100.86438,0.26576
1100.92371,0.266
1100.98303,0.26628
1101.04248,0.26656
1101.10181,0.26684
1101.16126,0.26708
1101.22058,0.26736
1101.28003,0.26764
1101.33936,0.26796
1101.3988,0.26828
1101.45825,0.2686
1101.5177,0.26896
1101.57715,0.26932
1101.63648,0.26968
1101.69604,0.27004
1101.75537,0.27044
1101.81494,0.2708
1101.87427,0.2712
1101.93384,0.2716
1101.99329,0.272
1102.05273,0.2724
1102.11218,0.27284
1102.17175,0.27328
1102.2312,0.27376
1102.29077,0.27428
1102.35022,0.27476
1102.40979,0.27524
1102.46924,0.27572
1102.52881,0.27624
1102.58826,0.27672
1102.64795,0.27724
1102.7074,0.27776
1102.76697,0.27832
1102.82666,0.27892
1102.88611,0.27952
1102.9458,0.28012
1103.00525,0.28072
1103.06494,0.28136
1103.12451,0.28196
1103.18408,0.2826
1103.24365,0.28324
1103.30335,0.28388
1103.36291,0.28456
1103.42261,0.28528
1103.48218,0.28596
1103.54187,0.28672
1103.60144,0.28748
1103.66113,0.28824
1103.7207,0.28904
1103.78052,0.28984
1103.84009,0.29064
1103.89978,0.2914
1103.95947,0.29224
1104.01916,0.29308
1104.07898,0.29396
1104.13855,0.29484
1104.19836,0.29576
1104.25806,0.29672
1104.31775,0.29768
1104.37744,0.29864
1104.43726,0.2996
1104.49695,0.3006
1104.55676,0.3016
1104.61646,0.3026
1104.67627,0.30364
1104.73596,0.30472
1104.79578,0.30584
1104.85559,0.30696
1104.91541,0.30812
1104.9751,0.30932
1105.03503,0.31052
1105.09473,0.31172
1105.15454,0.31296
1105.21436,0.3142
1105.27429,0.31544
1105.33411,0.31676
1105.39392,0.31808
1105.45386,0.31944
1105.51355,0.32088
1105.57349,0.32232
1105.6333,0.3238
1105.69324,0.32532
1105.75305,0.3268
1105.81299,0.32836
1105.8728,0.32992
1105.93286,0.33148
1105.99268,0.33312
1106.05261,0.33476
1106.11243,0.33648
1106.17249,0.33828
1106.2323,0.34008
1106.29236,0.34192
1106.35217,0.3438
1106.41223,0.34572
1106.47217,0.34764
1106.5321,0.3496
1106.59216,0.3516
1106.6521,0.35364
1106.71216,0.35572
1106.7721,0.35788
1106.83215,0.36008
1106.89209,0.36236
1106.95215,0.36468
1107.01209,0.36708
1107.07214,0.36948
1107.13208,0.37192
1107.19226,0.3744
1107.2522,0.37696
1107.31226,0.37952
1107.37231,0.3822
1107.43237,0.38492
1107.49243,0.38772
1107.55249,0.3906
1107.61255,0.39352
1107.67273,0.39648
1107.73279,0.39948
1107.79285,0.40248
1107.85303,0.40544
1107.91309,0.4084
1107.97327,0.41136
1108.03333,0.41432
1108.09351,0.41728
1108.15369,0.4202
1108.21387,0.42308
1108.27393,0.42592
1108.33411,0.42864
1108.39429,0.43128
1108.45447,0.43384
1108.51465,0.43624
1108.57483,0.43852
1108.63501,0.44072
1108.69519,0.44276
1108.75537,0.44468
1108.81567,0.44652
1108.87573,0.44824
1108.93603,0.44984
1108.99622,0.45128
1109.05652,0.45264
1109.11682,0.4538
1109.177,0.4548
1109.23731,0.45568
1109.29761,0.45648
1109.35791,0.45716
1109.41809,0.45776
1109.47839,0.45828
1109.5387,0.45876
1109.599,0.45916
1109.6593,0.45948
1109.7196,0.45972
1109.77991,0.4598
1109.84021,0.4598
1109.90051,0.45972
1109.96094,0.4596
1110.02124,0.45936
1110.08166,0.45904
1110.14185,0.45876
1110.20227,0.45844
1110.26257,0.45808
1110.32312,0.45772
1110.38354,0.45732
1110.44385,0.4568
1110.50427,0.45624
1110.56458,0.4556
1110.62512,0.45492
1110.68542,0.45424
1110.74597,0.45348
1110.80627,0.45276
1110.86682,0.452
1110.92712,0.45124
1110.98767,0.45052
1111.0481,0.44976
1111.10852,0.44896
1111.16894,0.44812
1111.22949,0.44728
1111.28992,0.44644
1111.35046,0.44552
1111.41089,0.4446
1111.47144,0.44368
1111.53186,0.4428
1111.59253,0.44188
1111.65308,0.44104
1111.7135,0.44016
1111.77417,0.43924
1111.8346,0.43832
1111.89526,0.43736
1111.95569,0.43636
1112.01636,0.4354
1112.07678,0.43436
1112.13745,0.4334
1112.198,0.4324
1112.25867,0.43136
1112.31909,0.43036
1112.37976,0.42936
1112.44031,0.42832
1112.50098,0.4272
1112.56152,0.42604
1112.62231,0.42488
1112.68286,0.42368
1112.74353,0.42248
1112.80408,0.42128
1112.86487,0.42008
1112.92554,0.41888
1112.98608,0.41768
1113.04688,0.41644
1113.10742,0.41524
1113.16821,0.41392
1113.22888,0.4126
1113.28967,0.41128
1113.35022,0.40988
1113.41101,0.40848
1113.47168,0.40712
1113.53247,0.4058
1113.59314,0.40444
1113.65393,0.40308
1113.7146,0.40168
1113.77539,0.4002
1113.83606,0.39884
1113.89697,0.39748
1113.95764,0.39604
1114.01843,0.39464
1114.07922,0.39316
1114.14001,0.39176
1114.20093,0.39036
1114.2616,0.389
1114.32251,0.38764
1114.3833,0.38632
1114.44421,0.385
1114.50488,0.38364
1114.5658,0.38232
1114.62659,0.38096
1114.6875,0.37956
1114.74829,0.3782
1114.8092,0.3768
1114.87,0.37544
1114.93103,0.3742
1114.99182,0.37308
1115.05273,0.37176
1115.11365,0.3704
1115.17456,0.36912
1115.23535,0.36784
1115.29639,0.3666
1115.35718,0.36528
1115.41821,0.36396
1115.47925,0.36268
1115.54016,0.36144
1115.60107,0.36024
1115.66199,0.35908
1115.72302,0.35792
1115.78394,0.35676
1115.84497,0.35552
1115.90588,0.3544
1115.96692,0.35324
1116.02783,0.352
1116.08899,0.3508
1116.1499,0.34972
1116.21094,0.34856
1116.27197,0.34752
1116.33301,0.34652
1116.39404,0.34552
1116.45508,0.34452
1116.51611,0.34348
1116.57715,0.34244
1116.63818,0.3414
1116.69934,0.34032
1116.7605,0.3392
1116.82153,0.33812
1116.88269,0.33692
1116.94373,0.3356
1117.00488,0.33464
1117.06592,0.33372
1117.12708,0.33268
1117.18811,0.33168
1117.24927,0.33072
1117.31042,0.3298
1117.37158,0.32872
1117.43274,0.32756
1117.4939,0.32636
1117.55505,0.32528
1117.61621,0.32424
1117.67737,0.3232
1117.73865,0.3222
1117.79968,0.3212
1117.86096,0.32024
1117.92212,0.3192
1117.9834,0.31824
1118.04468,0.3172
1118.10584,0.31628
1118.16711,0.31552
1118.22827,0.31452
1118.28955,0.3136
1118.35083,0.31264
1118.41211,0.31176
1118.47327,0.31088
1118.53467,0.30992
1118.59583,0.309
1118.65723,0.30824
1118.71838,0.30748
1118.77978,0.3066
1118.84106,0.30576
1118.90234,0.30476
1118.96362,0.3036
1119.02502,0.3028
1119.0863,0.30196
1119.14771,0.30124
1119.20898,0.30052
1119.27039,0.2998
1119.33179,0.299
1119.39307,0.29824
1119.45459,0.29744
1119.51587,0.29664
1119.57727,0.29584
1119.63867,0.29504
1119.70007,0.29432
1119.76148,0.29368
1119.82288,0.29304
1119.88428,0.29216
1119.9458,0.29136
1120.00708,0.29068
1120.0686,0.29
1120.13001,0.2894
1120.19153,0.289
1120.25293,0.28832
1120.31445,0.2876
1120.37585,0.28696
1120.43738,0.28624
1120.49878,0.28536
1120.56042,0.28468
1120.62195,0.284
1120.68335,0.2834
1120.745,0.28276
1120.8064,0.28216
1120.86804,0.28152
1120.92944,0.28068
1120.99109,0.2798
1121.05249,0.2792
1121.11414,0.27876
1121.17566,0.27832
1121.23731,0.2778
1121.29883,0.27704
1121.36047,0.27632
1121.422,0.27576
1121.48364,0.2752
1121.54517,0.2746
1121.60681,0.27404
1121.66834,0.27352
1121.7301,0.27324
1121.79163,0.2728
1121.85327,0.27236
1121.91492,0.27184
1121.97656,0.2714
1122.03833,0.27088
1122.09998,0.2704
1122.16162,0.26996
1122.22327,0.26956
1122.28503,0.26896
1122.34668,0.26816
1122.40845,0.26756
1122.46997,0.26704
1122.53186,0.26676
1122.59351,0.26652
1122.65527,0.26608
1122.71692,0.2656
1122.77869,0.26516
1122.84033,0.26468
1122.90222,0.2642
1122.96387,0.26368
1123.02576,0.26316
1123.0874,0.26268
1123.14929,0.2622
1123.21094,0.26176
1123.27283,0.26132
1123.33472,0.26088
1123.39648,0.2606
1123.45825,0.26028
1123.52002,0.25988
1123.58191,0.25976
1123.64368,0.2594
1123.70557,0.25888
1123.76746,0.25844
1123.82935,0.258
1123.89111,0.25748
1123.953,0.25668
1124.01489,0.25628
1124.07678,0.25576
1124.13855,0.25532
1124.20056,0.25488
1124.26245,0.2544
1124.32434,0.25388
1124.38623,0.25348
1124.44824,0.25304
1124.51001,0.2526
1124.57202,0.2522
1124.63403,0.25184
1124.69592,0.25148
1124.75794,0.25096
1124.81982,0.25056
1124.88184,0.2502
1124.94385,0.24984
1125.00586,0.24944
1125.06775,0.24904
1125.12976,0.24872
1125.19177,0.24872
1125.25378,0.2484
1125.3158,0.24816
1125.37781,0.24792
1125.43982,0.24764
1125.50195,0.2474
1125.56397,0.24716
1125.62598,0.2468
1125.68799,0.24644
1125.75012,0.24608
1125.81213,0.24572
1125.87427,0.24536
1125.9364,0.24492
1125.99841,0.24476
1126.06067,0.24448
1126.12268,0.24424
1126.18481,0.24392
1126.24683,0.24368
1126.30908,0.24336
1126.37109,0.24284
1126.43335,0.24228
1126.49548,0.24192
1126.55762,0.24164
1126.61975,0.24132
1126.68201,0.24104
1126.74402,0.2408
1126.80627,0.24052
1126.86841,0.24028
1126.93066,0.24004
1126.9928,0.23976
1127.05505,0.23936
1127.11731,0.23908
1127.17956,0.23892
1127.24182,0.23868
1127.30396,0.2384
1127.36633,0.23816
1127.42847,0.23796
1127.49085,0.23764
1127.55298,0.2374
1127.61536,0.2374
1127.67749,0.2374
1127.73987,0.23716
1127.80212,0.23692
1127.8645,0.23668
1127.92676,0.2364
1127.98914,0.2362
1128.05139,0.236
1128.11377,0.2358
1128.17603,0.23564
1128.2384,0.23528
1128.30066,0.23504
1128.36304,0.23488
1128.42541,0.23468
1128.48779,0.23448
1128.55029,0.23428
1128.61255,0.23408
1128.67505,0.23384
1128.73731,0.23368
1128.79981,0.23356
1128.86218,0.23344
1128.92468,0.23332
1128.98694,0.2332
1129.04944,0.23308
1129.11182,0.23296
1129.17432,0.2328
1129.23669,0.23264
1129.29919,0.23252
1129.36169,0.23232
1129.42419,0.2322
1129.48657,0.23232
1129.54919,0.23244
1129.61157,0.23236
1129.67407,0.23228
1129.73657,0.23224
1129.79919,0.23216
1129.86169,0.23208
1129.92419,0.23204
1129.98682,0.232
1130.04919,0.23192
1130.11182,0.23188
1130.17432,0.23184
1130.23694,0.23184
1130.29944,0.23184
1130.36206,0.23184
1130.42456,0.23184
1130.48731,0.2318
1130.54981,0.2318
1130.61243,0.23176
1130.67505,0.23168
1130.73767,0.23164
1130.80029,0.2316
1130.86291,0.23156
1130.92554,0.23152
1130.98816,0.23144
1131.05078,0.2314
1131.11353,0.2314
1131.17627,0.23132
1131.23889,0.23124
1131.30164,0.23116
1131.36426,0.23104
1131.427,0.23088
1131.48962,0.23072
1131.55237,0.2306
1131.61499,0.23048
1131.67773,0.23036
1131.74048,0.23024
1131.80322,0.23004
1131.86597,0.22992
1131.92871,0.22976
1131.99146,0.22956
1132.0542,0.22928
1132.11694,0.22904
1132.17981,0.2288
1132.24255,0.22864
1132.3053,0.22844
1132.36804,0.22828
1132.43091,0.22812
1132.49377,0.22796
1132.55652,0.22776
1132.61951,0.2274
1132.68225,0.22716
1132.74512,0.22692
1132.80786,0.22672
1132.87085,0.22648
1132.93359,0.22628
1132.99658,0.22608
1133.05933,0.22588
1133.12231,0.2256
1133.18506,0.22508
1133.24805,0.22484
1133.31091,0.2246
1133.3739,0.22436
1133.43677,0.22388
1133.49976,0.22368
1133.56262,0.22344
1133.62561,0.22324
1133.68848,0.223
1133.75147,0.2228
1133.81445,0.22264
1133.87732,0.22268
1133.94043,0.22256
1134.0033,0.22244
1134.06641,0.22228
1134.12927,0.22212
1134.19238,0.22192
1134.25525,0.22176
1134.31836,0.22172
1134.38135,0.22168
1134.44446,0.22188
1134.50732,0.22184
1134.57044,0.2216
1134.63342,0.22132
1134.69653,0.22152
1134.75952,0.22144
1134.82275,0.22128
1134.88574,0.22116
1134.94885,0.22104
1135.01184,0.22096
1135.07507,0.22088
1135.13818,0.22076
1135.20129,0.22064
1135.2644,0.22056
1135.32751,0.22044
1135.39063,0.22036
1135.45374,0.22024
1135.51697,0.22008
1135.58008,0.21996
1135.64331,0.2198
1135.70642,0.21968
1135.76965,0.21956
1135.83276,0.21972
1135.896,0.21988
1135.95911,0.2198
1136.02234,0.21972
1136.08557,0.21964
1136.1488,0.21952
1136.21191,0.2194
1136.27527,0.21928
1136.33838,0.21912
1136.40173,0.219
1136.46509,0.21892
1136.5282,0.2188
1136.59155,0.21872
1136.65478,0.21868
1136.71814,0.2186
1136.78137,0.21856
1136.84473,0.21848
1136.90796,0.2184
1136.97131,0.21824
1137.03455,0.218
1137.0979,0.21788
1137.16113,0.21776
1137.22461,0.21768
1137.28784,0.21764
