Day,Hours,Elspot Prices DK1 (EUR/MWh),Household Demand (kWh),Capacity factor solar
25/03/2019,18 - 19,41.27,0.99,0
25/03/2019,19 - 20,46.53,0.66,0
25/03/2019,20 - 21,42.43,0.63,0
25/03/2019,21 - 22,39.88,0.62,0
25/03/2019,22 - 23,40.06,0.6,0
25/03/2019,23 - 00,37.63,0.32,0
26/03/2019,00 - 01,33.31,0.18,0
26/03/2019,01 - 02,30.85,0.19,0
26/03/2019,02 - 03,30.13,0.16,0
26/03/2019,03 - 04,30.07,0.17,0
26/03/2019,04 - 05,30.09,0.19,0
26/03/2019,05 - 06,32.56,0.15,0
26/03/2019,06 - 07,39.08,0.17,0.004
26/03/2019,07 - 08,42.88,1.52,0.017
26/03/2019,08 - 09,42.83,0.61,0.133
26/03/2019,09 - 10,35.97,0.45,0.061
26/03/2019,10 - 11,32.6,0.34,0.186
26/03/2019,11 - 12,32.64,0.25,0.133
26/03/2019,12 - 13,33.04,0.9,0.179
26/03/2019,13 - 14,39.92,0.27,0.173
26/03/2019,14 - 15,39.93,0.31,0.04
26/03/2019,15 - 16,40.04,0.49,0.349
26/03/2019,16 - 17,40.07,0.37,0.162
26/03/2019,17 - 18,39.84,0.27,0.003
26/03/2019,18 - 19,43.08,0.45,0
26/03/2019,19 - 20,49.5,1.17,0
26/03/2019,20 - 21,46.5,1.07,0
26/03/2019,21 - 22,43.45,0.68,0
26/03/2019,22 - 23,42.36,0.42,0
26/03/2019,23 - 00,38.49,0.18,0
27/03/2019,00 - 01,36.69,0.17,0
27/03/2019,01 - 02,34.88,0.2,0
27/03/2019,02 - 03,34.34,0.16,0
27/03/2019,03 - 04,33.44,0.16,0
27/03/2019,04 - 05,34.21,0.18,0
27/03/2019,05 - 06,36.89,0.16,0
27/03/2019,06 - 07,41.08,0.16,0.028
27/03/2019,07 - 08,46.09,1.76,0.284
27/03/2019,08 - 09,46,0.57,0.534
27/03/2019,09 - 10,44.03,0.51,0.672
27/03/2019,10 - 11,41.56,0.37,0.717
27/03/2019,11 - 12,40.69,0.2,0.86
27/03/2019,12 - 13,40.08,0.15,0.815
27/03/2019,13 - 14,39.66,0.2,0.734
27/03/2019,14 - 15,38.83,0.38,0.571
27/03/2019,15 - 16,39.55,0.35,0.264
27/03/2019,16 - 17,39.26,0.35,0.101
27/03/2019,17 - 18,41.57,0.49,0.002
27/03/2019,18 - 19,44.26,0.39,0
27/03/2019,19 - 20,48.01,0.42,0
27/03/2019,20 - 21,44.08,0.67,0
27/03/2019,21 - 22,41.3,0.95,0
27/03/2019,22 - 23,40.91,0.82,0
27/03/2019,23 - 00,36.99,0.67,0
28/03/2019,00 - 01,32.8,0.17,0
28/03/2019,01 - 02,33.74,0.16,0
28/03/2019,02 - 03,33.45,0.18,0
28/03/2019,03 - 04,33.36,0.14,0
28/03/2019,04 - 05,33.19,0.18,0
28/03/2019,05 - 06,36.75,0.14,0
28/03/2019,06 - 07,44.58,0.17,0.031
28/03/2019,07 - 08,49.24,0.48,0.108
28/03/2019,08 - 09,48.9,0.33,0.087
28/03/2019,09 - 10,46.88,0.33,0.037
28/03/2019,10 - 11,44.21,0.33,0.048
28/03/2019,11 - 12,43.45,0.37,0.077
28/03/2019,12 - 13,42.63,0.51,0.119
28/03/2019,13 - 14,42.48,1.24,0.063
28/03/2019,14 - 15,43.15,0.53,0.127
28/03/2019,15 - 16,44.19,0.41,0.192
28/03/2019,16 - 17,44.57,0.43,0.085
28/03/2019,17 - 18,47.08,0.46,0
28/03/2019,18 - 19,48.26,0.66,0
28/03/2019,19 - 20,52.88,0.44,0
28/03/2019,20 - 21,46.71,0.54,0
28/03/2019,21 - 22,43.57,0.49,0
28/03/2019,22 - 23,42.47,0.46,0
28/03/2019,23 - 00,39.41,0.26,0
29/03/2019,00 - 01,39.36,0.13,0
29/03/2019,01 - 02,34.17,0.12,0
29/03/2019,02 - 03,34.51,0.12,0
29/03/2019,03 - 04,34.54,0.11,0
29/03/2019,04 - 05,35.06,0.12,0
29/03/2019,05 - 06,38.12,0.1,0
29/03/2019,06 - 07,43.17,0.12,0.097
29/03/2019,07 - 08,41.56,0.41,0.251
29/03/2019,08 - 09,41.54,0.41,0.297
29/03/2019,09 - 10,42.95,0.25,0.704
29/03/2019,10 - 11,38.28,0.1,0.251
29/03/2019,11 - 12,34.56,0.1,0.289
29/03/2019,12 - 13,33.5,0.11,0.188
29/03/2019,13 - 14,32.94,0.1,0.151
29/03/2019,14 - 15,32.47,0.11,0.104
29/03/2019,15 - 16,33.2,0.09,0.031
29/03/2019,16 - 17,36.09,0.11,0.046
29/03/2019,17 - 18,43.23,0.1,0
29/03/2019,18 - 19,40.35,0.1,0
29/03/2019,19 - 20,39.75,0.12,0
29/03/2019,20 - 21,40.01,0.1,0
29/03/2019,21 - 22,37.9,0.11,0
29/03/2019,22 - 23,37.38,0.1,0
29/03/2019,23 - 00,37.49,0.1,0
30/03/2019,00 - 01,37.57,0.1,0
30/03/2019,01 - 02,36.75,0.1,0
30/03/2019,02 - 03,34.43,0.1,0
30/03/2019,03 - 04,34.68,0.11,0
30/03/2019,04 - 05,36.15,0.1,0
30/03/2019,05 - 06,35.09,0.09,0
30/03/2019,06 - 07,33.58,0.11,0.029
30/03/2019,07 - 08,33.3,0.09,0.083
30/03/2019,08 - 09,35,0.11,0.115
30/03/2019,09 - 10,33.24,0.09,0.151
30/03/2019,10 - 11,31.69,0.1,0.372
30/03/2019,11 - 12,29.3,0.1,0.104
30/03/2019,12 - 13,28.83,0.1,0.646
30/03/2019,13 - 14,25.97,0.1,0.425
30/03/2019,14 - 15,25.5,0.1,0.353
30/03/2019,15 - 16,29.31,0.1,0.147
30/03/2019,16 - 17,32.08,0.1,0.122
30/03/2019,17 - 18,36.55,0.1,0.005
30/03/2019,18 - 19,37.5,0.1,0
30/03/2019,19 - 20,37.31,0.11,0
30/03/2019,20 - 21,35.16,0.11,0
30/03/2019,21 - 22,33.75,0.09,0
30/03/2019,22 - 23,31.03,0.11,0
30/03/2019,23 - 00,26.85,0.1,0
31/03/2019,00 - 01,30.76,0.1,0
31/03/2019,01 - 02,28.94,0.11,0
31/03/2019,02 - 03,0,0.09,0
31/03/2019,03 - 04,25.12,0.11,0
31/03/2019,04 - 05,22.51,0.09,0
31/03/2019,05 - 06,24.95,0.11,0
31/03/2019,06 - 07,27.01,0.1,0.064
31/03/2019,07 - 08,31.3,0.13,0.063
31/03/2019,08 - 09,33.13,0.15,0.145
31/03/2019,09 - 10,32.84,0.13,0.244
31/03/2019,10 - 11,28.88,0.14,0.174
31/03/2019,11 - 12,25.22,0.14,0.142
31/03/2019,12 - 13,25.2,0.14,0.079
31/03/2019,13 - 14,10.48,0.14,0.154
31/03/2019,14 - 15,1.11,0.14,0.108
31/03/2019,15 - 16,1.02,0.14,0.086
31/03/2019,16 - 17,11.53,0.14,0.06
31/03/2019,17 - 18,26.78,0.15,0.005
31/03/2019,18 - 19,34.03,0.13,0
31/03/2019,19 - 20,38.76,0.23,0
31/03/2019,20 - 21,41.88,0.5,0
31/03/2019,21 - 22,39.15,0.39,0
31/03/2019,22 - 23,40.38,0.42,0
31/03/2019,23 - 00,37.58,0.28,0
01/04/2019,00 - 01,31.12,0.2,0
01/04/2019,01 - 02,30.02,0.18,0
01/04/2019,02 - 03,31.13,0.18,0
01/04/2019,03 - 04,31.9,0.18,0
01/04/2019,04 - 05,32.46,0.18,0
01/04/2019,05 - 06,37.29,0.18,0
01/04/2019,06 - 07,47.17,0.18,0.13
01/04/2019,07 - 08,57.06,1.54,0.308
01/04/2019,08 - 09,53.66,0.31,0.465
01/04/2019,09 - 10,46.04,0.31,0.327
01/04/2019,10 - 11,42.28,0.94,0.347
01/04/2019,11 - 12,39.18,0.94,0.538
01/04/2019,12 - 13,39.28,1.73,0.865
01/04/2019,13 - 14,39.05,1.23,0.763
01/04/2019,14 - 15,37.27,0.3,0.609
01/04/2019,15 - 16,37,0.31,0.412
01/04/2019,16 - 17,37.31,0.24,0.181
01/04/2019,17 - 18,35.81,0.2,0.006
01/04/2019,18 - 19,43.14,0.23,0
01/04/2019,19 - 20,45.19,0.48,0
01/04/2019,20 - 21,45.15,0.5,0
01/04/2019,21 - 22,39.48,0.66,0
01/04/2019,22 - 23,35.87,0.53,0
01/04/2019,23 - 00,30.71,0.34,0
02/04/2019,00 - 01,29.16,0.12,0
02/04/2019,01 - 02,26.98,0.12,0
02/04/2019,02 - 03,25.48,0.12,0
02/04/2019,03 - 04,25.21,0.11,0
02/04/2019,04 - 05,27.57,0.11,0
02/04/2019,05 - 06,31.1,0.11,0
02/04/2019,06 - 07,40.37,0.13,0.134
02/04/2019,07 - 08,43.86,1.02,0.356
02/04/2019,08 - 09,43.21,1.02,0.552
02/04/2019,09 - 10,39.6,0.27,0.679
02/04/2019,10 - 11,36.75,0.26,0.778
02/04/2019,11 - 12,31.45,0.23,0.794
02/04/2019,12 - 13,29.05,0.45,0.754
02/04/2019,13 - 14,29.14,0.94,0.698
02/04/2019,14 - 15,29.54,1.68,0.558
02/04/2019,15 - 16,29.14,0.3,0.369
02/04/2019,16 - 17,30.16,0.26,0.134
02/04/2019,17 - 18,35.14,0.32,0.014
02/04/2019,18 - 19,39.1,0.25,0
02/04/2019,19 - 20,39.64,0.34,0
02/04/2019,20 - 21,38.65,0.97,0
02/04/2019,21 - 22,36.47,0.38,0
02/04/2019,22 - 23,31.44,0.39,0
02/04/2019,23 - 00,27.74,0.21,0
03/04/2019,00 - 01,31.96,0.11,0
03/04/2019,01 - 02,31.56,0.12,0
03/04/2019,02 - 03,31.14,0.12,0
03/04/2019,03 - 04,31.25,0.1,0
03/04/2019,04 - 05,32.63,0.12,0
03/04/2019,05 - 06,35.07,0.11,0.001
03/04/2019,06 - 07,42.25,0.1,0.022
03/04/2019,07 - 08,44.89,0.32,0.084
03/04/2019,08 - 09,48.54,0.33,0.179
03/04/2019,09 - 10,46.56,0.34,0.457
03/04/2019,10 - 11,46.51,0.31,0.566
03/04/2019,11 - 12,45.85,0.22,0.742
03/04/2019,12 - 13,45.1,0.17,0.667
03/04/2019,13 - 14,43.19,0.34,0.578
03/04/2019,14 - 15,41.85,0.25,0.305
03/04/2019,15 - 16,41.56,0.19,0.185
03/04/2019,16 - 17,41.81,0.2,0.099
03/04/2019,17 - 18,42.76,0.25,0.016
03/04/2019,18 - 19,45.53,0.66,0
03/04/2019,19 - 20,51.42,2.14,0
03/04/2019,20 - 21,52.44,0.75,0
03/04/2019,21 - 22,44.17,0.49,0
03/04/2019,22 - 23,39.18,0.35,0
03/04/2019,23 - 00,36.65,0.18,0
04/04/2019,00 - 01,35.67,0.13,0
04/04/2019,01 - 02,35.19,0.12,0
04/04/2019,02 - 03,33.06,0.12,0
04/04/2019,03 - 04,32.65,0.12,0
04/04/2019,04 - 05,34.19,0.13,0
04/04/2019,05 - 06,36.93,0.11,0.001
04/04/2019,06 - 07,44.75,0.15,0.016
04/04/2019,07 - 08,45.04,1.7,0.015
04/04/2019,08 - 09,49.16,0.26,0.057
04/04/2019,09 - 10,45.89,0.26,0.059
04/04/2019,10 - 11,43.86,0.49,0.202
04/04/2019,11 - 12,42.01,0.17,0.32
04/04/2019,12 - 13,40.83,0.13,0.13
04/04/2019,13 - 14,40.61,0.16,0.162
04/04/2019,14 - 15,38.66,0.43,0.047
04/04/2019,15 - 16,38.37,0.19,0.076
04/04/2019,16 - 17,38.17,0.17,0.022
04/04/2019,17 - 18,40.16,0.3,0.001
04/04/2019,18 - 19,45.02,0.25,0
04/04/2019,19 - 20,47.74,0.27,0
04/04/2019,20 - 21,45.76,0.42,0
04/04/2019,21 - 22,43.89,0.45,0
04/04/2019,22 - 23,38.56,0.42,0
04/04/2019,23 - 00,36.87,0.17,0
05/04/2019,00 - 01,35.43,0.13,0
05/04/2019,01 - 02,35.54,0.12,0
05/04/2019,02 - 03,34.55,0.12,0
05/04/2019,03 - 04,33.82,0.12,0
05/04/2019,04 - 05,36.24,0.12,0
05/04/2019,05 - 06,38.7,0.12,0.002
05/04/2019,06 - 07,44.92,0.11,0.011
05/04/2019,07 - 08,53.26,1.66,0.089
05/04/2019,08 - 09,58.78,0.5,0.3
05/04/2019,09 - 10,47.62,0.3,0.138
05/04/2019,10 - 11,44.85,0.98,0.076
05/04/2019,11 - 12,41.37,0.28,0.154
05/04/2019,12 - 13,41.26,0.14,0.098
05/04/2019,13 - 14,40.16,0.11,0.464
05/04/2019,14 - 15,38.71,0.54,0.15
05/04/2019,15 - 16,38.41,0.75,0.068
05/04/2019,16 - 17,38.71,0.15,0.074
05/04/2019,17 - 18,41.04,1.53,0.02
05/04/2019,18 - 19,40.71,0.31,0
05/04/2019,19 - 20,40.68,0.23,0
05/04/2019,20 - 21,40.29,0.36,0
05/04/2019,21 - 22,40.54,0.62,0
05/04/2019,22 - 23,39.55,0.95,0
05/04/2019,23 - 00,39.23,0.18,0
06/04/2019,00 - 01,41.2,0.14,0
06/04/2019,01 - 02,39.94,0.12,0
06/04/2019,02 - 03,38.39,0.13,0
06/04/2019,03 - 04,36.17,0.12,0
06/04/2019,04 - 05,36.2,0.12,0
06/04/2019,05 - 06,37.34,0.11,0
06/04/2019,06 - 07,39.28,0.97,0.009
06/04/2019,07 - 08,42.11,0.94,0.117
06/04/2019,08 - 09,44.15,0.42,0.188
06/04/2019,09 - 10,46.6,0.3,0.134
06/04/2019,10 - 11,42.8,0.17,0.289
06/04/2019,11 - 12,40.99,0.11,0.172
06/04/2019,12 - 13,34.63,0.11,0.138
06/04/2019,13 - 14,34.17,0.11,0.064
06/04/2019,14 - 15,36.01,0.11,0.049
06/04/2019,15 - 16,36.04,0.11,0.038
06/04/2019,16 - 17,37.5,0.1,0.018
06/04/2019,17 - 18,35.12,0.12,0.007
06/04/2019,18 - 19,41.36,0.11,0
06/04/2019,19 - 20,42.99,0.12,0
06/04/2019,20 - 21,41.96,0.12,0
06/04/2019,21 - 22,40.07,0.1,0
06/04/2019,22 - 23,39.29,0.11,0
06/04/2019,23 - 00,36.29,0.12,0
07/04/2019,00 - 01,38.69,0.1,0
07/04/2019,01 - 02,38.59,0.12,0
07/04/2019,02 - 03,38.13,0.11,0
07/04/2019,03 - 04,38.11,0.11,0
07/04/2019,04 - 05,38.72,0.11,0
07/04/2019,05 - 06,38.74,0.1,0.007
07/04/2019,06 - 07,38.4,0.11,0.043
07/04/2019,07 - 08,39.51,0.11,0.05
07/04/2019,08 - 09,40.59,0.11,0.101
07/04/2019,09 - 10,40.74,0.11,0.107
07/04/2019,10 - 11,39.74,0.1,0.091
07/04/2019,11 - 12,39.62,0.11,0.081
07/04/2019,12 - 13,39.27,0.12,0.307
07/04/2019,13 - 14,38.96,0.1,0.07
07/04/2019,14 - 15,38.64,0.11,0.246
07/04/2019,15 - 16,38.43,0.13,0.175
07/04/2019,16 - 17,38.37,0.11,0.042
07/04/2019,17 - 18,34.94,0.11,0.021
07/04/2019,18 - 19,42.99,0.12,0
07/04/2019,19 - 20,46.74,0.11,0
07/04/2019,20 - 21,49.75,0.11,0
07/04/2019,21 - 22,46.36,0.11,0
07/04/2019,22 - 23,42.12,0.11,0
07/04/2019,23 - 00,41.73,0.11,0
08/04/2019,00 - 01,38.92,0.11,0
08/04/2019,01 - 02,37.78,0.11,0
08/04/2019,02 - 03,36.8,0.11,0
08/04/2019,03 - 04,36.37,0.12,0
08/04/2019,04 - 05,37.28,0.1,0
08/04/2019,05 - 06,41.68,0.12,0.009
08/04/2019,06 - 07,42.68,0.11,0.083
08/04/2019,07 - 08,44.52,0.1,0.236
08/04/2019,08 - 09,44.93,0.11,0.258
08/04/2019,09 - 10,44.58,0.13,0.31
08/04/2019,10 - 11,44.26,0.1,0.499
08/04/2019,11 - 12,43.07,0.12,0.117
08/04/2019,12 - 13,42.44,0.11,0.133
08/04/2019,13 - 14,41.93,0.11,0.139
08/04/2019,14 - 15,40.5,0.11,0.053
08/04/2019,15 - 16,40.25,0.11,0.044
08/04/2019,16 - 17,39.81,0.11,0.015
08/04/2019,17 - 18,42.93,0.11,0.003
08/04/2019,18 - 19,43.19,1.05,0
08/04/2019,19 - 20,44.04,0.24,0
08/04/2019,20 - 21,43.34,1.07,0
08/04/2019,21 - 22,42.47,0.62,0
08/04/2019,22 - 23,42.03,0.29,0
08/04/2019,23 - 00,37.52,0.12,0
09/04/2019,00 - 01,34.82,0.13,0
09/04/2019,01 - 02,34.76,0.12,0
09/04/2019,02 - 03,35.67,0.12,0
09/04/2019,03 - 04,35.03,0.12,0
09/04/2019,04 - 05,35.19,0.12,0
09/04/2019,05 - 06,37.54,0.13,0.011
09/04/2019,06 - 07,47.29,0.66,0.072
09/04/2019,07 - 08,50.61,1.46,0.346
09/04/2019,08 - 09,52,0.25,0.186
09/04/2019,09 - 10,47.12,0.18,0.434
09/04/2019,10 - 11,45.7,0.2,0.72
09/04/2019,11 - 12,44.88,0.28,0.59
09/04/2019,12 - 13,42.84,0.44,0.503
09/04/2019,13 - 14,42.37,0.21,0.358
09/04/2019,14 - 15,40.98,0.77,0.128
09/04/2019,15 - 16,40.76,0.14,0.21
09/04/2019,16 - 17,40.38,0.71,0.084
09/04/2019,17 - 18,40.79,1.08,0.019
09/04/2019,18 - 19,44.18,0.2,0
09/04/2019,19 - 20,47.1,0.27,0
09/04/2019,20 - 21,44.56,0.37,0
09/04/2019,21 - 22,42.84,0.7,0
09/04/2019,22 - 23,42.09,0.3,0
09/04/2019,23 - 00,40.14,0.14,0
10/04/2019,00 - 01,37.59,0.12,0
10/04/2019,01 - 02,37.26,0.12,0
10/04/2019,02 - 03,36.61,0.11,0
10/04/2019,03 - 04,35.85,0.12,0
10/04/2019,04 - 05,36.7,0.12,0
10/04/2019,05 - 06,38.63,0.11,0.012
10/04/2019,06 - 07,47.08,0.13,0.169
10/04/2019,07 - 08,53.24,0.52,0.392
10/04/2019,08 - 09,56.19,0.27,0.269
10/04/2019,09 - 10,49.48,0.42,0.277
10/04/2019,10 - 11,46.3,0.22,0.332
10/04/2019,11 - 12,44.53,0.21,0.337
10/04/2019,12 - 13,43.97,0.22,0.345
10/04/2019,13 - 14,43.62,0.2,0.282
10/04/2019,14 - 15,42.5,0.22,0.228
10/04/2019,15 - 16,42.52,0.12,0.15
10/04/2019,16 - 17,43.55,0.11,0.043
10/04/2019,17 - 18,42.69,0.34,0.027
10/04/2019,18 - 19,46.59,0.71,0
10/04/2019,19 - 20,47.3,0.61,0
10/04/2019,20 - 21,47.06,2.03,0
10/04/2019,21 - 22,44.65,0.41,0
10/04/2019,22 - 23,42.69,0.28,0
10/04/2019,23 - 00,42.09,0.25,0
11/04/2019,00 - 01,42.56,0.12,0
11/04/2019,01 - 02,42.02,0.12,0
11/04/2019,02 - 03,41.98,0.12,0
11/04/2019,03 - 04,42.04,0.11,0
11/04/2019,04 - 05,42.39,0.12,0
11/04/2019,05 - 06,44.01,0.11,0.015
11/04/2019,06 - 07,48.01,0.12,0.117
11/04/2019,07 - 08,56.51,1.68,0.356
11/04/2019,08 - 09,59.36,0.26,0.451
11/04/2019,09 - 10,51.8,0.21,0.518
11/04/2019,10 - 11,48.65,0.22,0.541
11/04/2019,11 - 12,47.6,0.15,0.62
11/04/2019,12 - 13,47.54,0.16,0.656
11/04/2019,13 - 14,47.58,0.22,0.619
11/04/2019,14 - 15,46.05,0.16,0.49
11/04/2019,15 - 16,45.37,0.16,0.252
11/04/2019,16 - 17,46.14,0.13,0.079
11/04/2019,17 - 18,46.36,0.27,0.029
11/04/2019,18 - 19,47.79,0.22,0
11/04/2019,19 - 20,54.13,0.53,0
11/04/2019,20 - 21,53.1,0.88,0
11/04/2019,21 - 22,49.12,0.48,0
11/04/2019,22 - 23,47.3,0.33,0
11/04/2019,23 - 00,44.14,0.16,0
12/04/2019,00 - 01,42.34,0.14,0
12/04/2019,01 - 02,43.77,0.14,0
12/04/2019,02 - 03,43.68,0.13,0
12/04/2019,03 - 04,43.79,0.13,0
12/04/2019,04 - 05,44.28,0.13,0
12/04/2019,05 - 06,43.91,0.12,0.014
12/04/2019,06 - 07,49.72,0.13,0.171
12/04/2019,07 - 08,59.1,0.44,0.401
12/04/2019,08 - 09,60.2,0.28,0.597
12/04/2019,09 - 10,51.65,0.31,0.725
12/04/2019,10 - 11,49.07,1.38,0.822
12/04/2019,11 - 12,47.08,0.92,0.845
12/04/2019,12 - 13,46.04,0.45,0.816
12/04/2019,13 - 14,45.29,0.38,0.752
12/04/2019,14 - 15,44.24,0.23,0.605
12/04/2019,15 - 16,43.66,0.16,0.412
12/04/2019,16 - 17,43.7,0.16,0.185
12/04/2019,17 - 18,41.81,0.2,0.023
12/04/2019,18 - 19,46.52,0.28,0
12/04/2019,19 - 20,48.53,0.21,0
12/04/2019,20 - 21,48.18,1.03,0
12/04/2019,21 - 22,45.45,0.66,0
12/04/2019,22 - 23,45.36,0.34,0
12/04/2019,23 - 00,43.36,0.12,0
13/04/2019,00 - 01,44.87,0.12,0
13/04/2019,01 - 02,43.97,0.14,0
13/04/2019,02 - 03,43.49,0.11,0
13/04/2019,03 - 04,43.17,0.12,0
13/04/2019,04 - 05,43.4,0.11,0
13/04/2019,05 - 06,43.38,0.11,0.019
13/04/2019,06 - 07,43.86,0.12,0.183
13/04/2019,07 - 08,45.19,0.45,0.406
13/04/2019,08 - 09,47.37,0.26,0.6
13/04/2019,09 - 10,47.05,0.48,0.67
13/04/2019,10 - 11,42.53,0.12,0.537
13/04/2019,11 - 12,42.51,0.71,0.431
13/04/2019,12 - 13,38.64,0.1,0.637
13/04/2019,13 - 14,38.09,0.1,0.196
13/04/2019,14 - 15,37.18,0.1,0.047
13/04/2019,15 - 16,36.49,0.11,0.057
13/04/2019,16 - 17,35.72,0.12,0.03
13/04/2019,17 - 18,43.54,0.09,0.019
13/04/2019,18 - 19,43.11,0.11,0
13/04/2019,19 - 20,46.18,0.1,0
13/04/2019,20 - 21,46.37,0.1,0
13/04/2019,21 - 22,43.18,0.11,0
13/04/2019,22 - 23,43.04,0.1,0
13/04/2019,23 - 00,41.55,0.11,0
14/04/2019,00 - 01,40.32,0.1,0
14/04/2019,01 - 02,38.14,0.11,0
14/04/2019,02 - 03,38.11,0.1,0
14/04/2019,03 - 04,38.13,0.1,0
14/04/2019,04 - 05,39.25,0.1,0
14/04/2019,05 - 06,39.56,0.11,0.001
14/04/2019,06 - 07,38.35,0.09,0.043
14/04/2019,07 - 08,38.25,0.11,0.06
14/04/2019,08 - 09,40.43,0.1,0.09
14/04/2019,09 - 10,39.83,0.1,0.153
14/04/2019,10 - 11,37.17,0.1,0.33
14/04/2019,11 - 12,36.47,0.1,0.373
14/04/2019,12 - 13,34.95,0.1,0.46
14/04/2019,13 - 14,33.93,0.12,0.351
14/04/2019,14 - 15,29.8,0.1,0.281
14/04/2019,15 - 16,29.02,0.1,0.253
14/04/2019,16 - 17,31.32,0.1,0.101
14/04/2019,17 - 18,35.1,0.1,0.023
14/04/2019,18 - 19,41.95,0.11,0
14/04/2019,19 - 20,44.78,0.1,0
14/04/2019,20 - 21,46.82,0.1,0
14/04/2019,21 - 22,43.36,0.1,0
14/04/2019,22 - 23,38.66,0.1,0
14/04/2019,23 - 00,38.18,0.14,0
15/04/2019,00 - 01,35.64,0.11,0
15/04/2019,01 - 02,37.18,0.12,0
15/04/2019,02 - 03,37.24,0.12,0
15/04/2019,03 - 04,38.97,0.12,0
15/04/2019,04 - 05,42.26,0.13,0
15/04/2019,05 - 06,42.68,0.11,0.016
15/04/2019,06 - 07,50.32,0.12,0.083
15/04/2019,07 - 08,58.87,0.12,0.269
15/04/2019,08 - 09,60.44,0.12,0.467
15/04/2019,09 - 10,47.38,0.12,0.629
15/04/2019,10 - 11,43.1,0.11,0.697
15/04/2019,11 - 12,42.2,0.12,0.728
15/04/2019,12 - 13,44.55,0.12,0.722
15/04/2019,13 - 14,44.39,0.12,0.655
15/04/2019,14 - 15,43.93,0.21,0.343
15/04/2019,15 - 16,43.7,0.45,0.319
15/04/2019,16 - 17,43.96,0.92,0.187
15/04/2019,17 - 18,41.03,1.28,0.032
15/04/2019,18 - 19,47.1,0.77,0
15/04/2019,19 - 20,49.36,0.33,0
15/04/2019,20 - 21,48.65,0.32,0
15/04/2019,21 - 22,45.78,0.47,0
15/04/2019,22 - 23,42.51,0.4,0
15/04/2019,23 - 00,35.03,0.15,0
16/04/2019,00 - 01,43.25,0.14,0
16/04/2019,01 - 02,43.13,0.12,0
16/04/2019,02 - 03,43.12,0.13,0
16/04/2019,03 - 04,43.26,0.13,0
16/04/2019,04 - 05,43.58,0.13,0
16/04/2019,05 - 06,40.8,0.13,0
16/04/2019,06 - 07,46.3,0.15,0.017
16/04/2019,07 - 08,52.16,0.49,0.076
16/04/2019,08 - 09,52.3,0.44,0.088
16/04/2019,09 - 10,46.7,0.29,0.074
16/04/2019,10 - 11,40.79,0.26,0.087
16/04/2019,11 - 12,35.77,0.28,0.093
16/04/2019,12 - 13,35.21,1.05,0.054
16/04/2019,13 - 14,33.01,0.59,0.075
16/04/2019,14 - 15,34.58,0.29,0.085
16/04/2019,15 - 16,37.09,0.12,0.065
16/04/2019,16 - 17,39.35,0.13,0.041
16/04/2019,17 - 18,44.58,0.28,0.02
16/04/2019,18 - 19,49.83,0.23,0
16/04/2019,19 - 20,47.55,0.31,0
16/04/2019,20 - 21,47.31,0.37,0
16/04/2019,21 - 22,48.03,0.3,0
16/04/2019,22 - 23,43.98,0.29,0
16/04/2019,23 - 00,38.87,0.2,0
17/04/2019,00 - 01,33.56,0.15,0
17/04/2019,01 - 02,33.05,0.14,0
17/04/2019,02 - 03,35.09,0.15,0
17/04/2019,03 - 04,35.09,0.14,0
17/04/2019,04 - 05,35.43,0.15,0
17/04/2019,05 - 06,38.01,0.14,0.025
17/04/2019,06 - 07,46.91,1.35,0.03
17/04/2019,07 - 08,50.52,0.77,0.047
17/04/2019,08 - 09,52.33,0.47,0.041
17/04/2019,09 - 10,50.5,0.83,0.081
17/04/2019,10 - 11,48.1,0.25,0.034
17/04/2019,11 - 12,39.79,0.17,0.096
17/04/2019,12 - 13,38.67,0.47,0.092
17/04/2019,13 - 14,43.35,0.91,0.057
17/04/2019,14 - 15,43.06,0.18,0.062
17/04/2019,15 - 16,42.99,0.15,0.036
17/04/2019,16 - 17,41.42,0.15,0.163
17/04/2019,17 - 18,38.8,0.18,0.023
17/04/2019,18 - 19,46.18,0.32,0
17/04/2019,19 - 20,49.58,0.32,0
17/04/2019,20 - 21,48.18,0.34,0
17/04/2019,21 - 22,44.92,0.96,0
17/04/2019,22 - 23,41.11,0.33,0
17/04/2019,23 - 00,40.9,0.14,0
18/04/2019,00 - 01,42.82,0.14,0
18/04/2019,01 - 02,42.68,0.14,0
18/04/2019,02 - 03,42.66,0.13,0
18/04/2019,03 - 04,42.8,0.14,0
18/04/2019,04 - 05,35.13,0.15,0
18/04/2019,05 - 06,38.15,0.13,0.012
18/04/2019,06 - 07,47.92,0.41,0.06
18/04/2019,07 - 08,52.06,0.24,0.169
18/04/2019,08 - 09,55.42,0.24,0.201
18/04/2019,09 - 10,50.03,0.43,0.274
18/04/2019,10 - 11,44.66,0.24,0.057
18/04/2019,11 - 12,40.47,0.33,0.088
18/04/2019,12 - 13,37.79,0.3,0.145
18/04/2019,13 - 14,42.39,0.24,0.12
18/04/2019,14 - 15,42.29,0.21,0.087
18/04/2019,15 - 16,42.18,0.15,0.169
18/04/2019,16 - 17,39.81,0.17,0.163
18/04/2019,17 - 18,39.48,0.21,0.035
18/04/2019,18 - 19,45.18,0.19,0
18/04/2019,19 - 20,49.41,0.73,0
18/04/2019,20 - 21,45.44,0.89,0
18/04/2019,21 - 22,44.32,0.4,0
18/04/2019,22 - 23,43.28,0.33,0
